Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
52,Sherpa Villages (repeat),Khumbu Home Lodge,Lower Khumbu villages,Comfortable homestay-style lodge for cultural stays.,4,Low (~$10–20),1
52,Sherpa Villages (repeat),Namche Guest House,Namche Bazaar,Popular guesthouse in Sherpa capital.,4.2,Medium (~$35–60),1
52,Sherpa Villages (repeat),Everest Base Guest Lodge,Lukla / Namche approach,Practical for village visits and short treks.,4,High (~$90+),1
53,Sangu,Sangu Riverside Lodge,Sangu area,Riverside lodge good for short nature visits.,3.9,Low (~$10–20),1
53,Sangu,Sangu Village Guesthouse,Nearby village,Budget accommodation with local hospitality.,3.8,Medium (~$35–60),1
53,Sangu,Hillview Inn Sangu,Local hilltop,"Hilltop rooms and view, practical for day trips.",4,High (~$90+),1
54,Dudh Koshi River Rafting,Dudh Koshi Raft Camp Lodge,Near rafting put-in points,Riverside accommodation used by rafting groups and guides.,4.1,Low (~$10–20),1
54,Dudh Koshi River Rafting,Rafting Base Guest House,Nearest town / launch area,Practical stays with equipment storage and guides.,3.9,Medium (~$35–60),1
54,Dudh Koshi River Rafting,River Run Lodge,Nearest settlement,Comfortable option used by tour operators.,4,High (~$90+),1
55,Antu Danda,Antu Sunrise Lodge,Antu / Ilam,Close to sunrise viewpoint and rhododendron spots.,4,Low (~$10–20),1
55,Antu Danda,Antu View Guest House,Antu area,Budget-friendly with terrace views.,3.9,Medium (~$35–60),1
55,Antu Danda,Hilltop Cottage Antu,Antu,Cozy cottage favored by photographers and hikers.,4.1,High (~$90+),1
56,Maipokhari,Maipokhari Guest House,Maipokhari area (Ilam/Morang border),Simple lodge at access point for the sacred lake.,4,Low (~$10–20),1
56,Maipokhari,Hillcrest Inn Maipokhari,Nearby village,Budget homestay-style accommodation.,3.8,Medium (~$35–60),1
56,Maipokhari,Pokhari View Cottage,Local area,Quiet cottage close to the pond and trails.,4.1,High (~$90+),1
57,Kanchenjunga Conservation Area,Taplejung Trekker’s Lodge,Taplejung / trailhead,Base accommodations for Kanchenjunga approaches.,4,Low (~$10–20),1
57,Kanchenjunga Conservation Area,Kanchenjunga View Cottage,Near viewpoint approach,Mountain views and trekking services.,4.1,Medium (~$35–60),1
57,Kanchenjunga Conservation Area,Summit Expedition Guesthouse,Taplejung / base area,Used by organized trekking groups.,4.2,High (~$90+),1
58,Sandakpur,Sandakpur View Lodge,Sandakpur area (Ilal/Sandakpur ridge),Popular with photographers and sunrise watchers.,4.2,Low (~$10–20),1
58,Sandakpur,Tea Garden Homestay Sandakpur,Nearby tea garden hamlet,"Homestay among tea gardens, scenic.",4.1,Medium (~$35–60),1
58,Sandakpur,Ridge Top Guest House,Local ridge village,Budget-friendly with excellent views.,4,High (~$90+),1
59,"TMJ Ridge (Tinjure, Milke, Jaljale)",Tinjure View Lodge,Tinjure (Tehrathum),Lodge popular during rhododendron season; good sunrise views.,4.2,Low (~$10–20),1
59,"TMJ Ridge (Tinjure, Milke, Jaljale)",Milke Danda Homestay,Milke Danda,Community homestay used by trekkers on TMJ route.,4.1,Medium (~$35–60),1
59,"TMJ Ridge (Tinjure, Milke, Jaljale)",Jaljale Guest Cottage,Jaljale,Rustic guest cottage close to trails and viewpoints.,4,High (~$90+),1
60,Halesi Mahadev Temple,Zambala Halesi Resort (Zambala Resort),Mahadevsthan / Halesi,Garden resort close to the temple; comfortable and family-friendly.,4.1,Low (~$10–20),1
60,Halesi Mahadev Temple,Hotel Halesi Village (Guest House),Mahadevsthan,Small guesthouse steps from the shrine; convenient for pilgrims.,4,Medium (~$35–60),1
60,Halesi Mahadev Temple,Halesi Shivalaya Hotel,Halesi area,Popular local option with basic amenities and guides.,4,High (~$90+),1
61,Dharan (Budhasubba & Pindeshwor),Hotel Gajur Palace,Dharan,One of Dharan’s better-known hotels; comfortable rooms and restaurant.,4.2,Low (~$10–20),1
61,Dharan (Budhasubba & Pindeshwor),Hotel Nava Yug,Dharan,Budget–mid hotel used by pilgrims and business travellers.,4,Medium (~$35–60),1
61,Dharan (Budhasubba & Pindeshwor),Gorakha Hotel (Dharan),Dharan,Local mid-range hotel with dependable service.,4,High (~$90+),1
62,Pathibhara Devi Temple (approach / Taplejung),Hotel Pathibhara,Taplejung,Named hotel used by many visiting Pathibhara; modern amenities.,4.1,Low (~$10–20),1
62,Pathibhara Devi Temple (approach / Taplejung),Taplejung Guest House,Taplejung,Practical base for Pathibhara treks; local food and guides.,4,Medium (~$35–60),1
62,Pathibhara Devi Temple (approach / Taplejung),Mountain View Lodge (Taplejung area),Taplejung outskirts,Comfortable rooms and trekking support.,4,High (~$90+),1
63,Barahachhetra,Barahachhetra Guest House,Barahachhetra / Koshi confluence,Simple guesthouse used by pilgrims visiting the holy confluence.,3.9,Low (~$10–20),1
63,Barahachhetra,Sunsari Riverside Lodge (near Barahachhetra),Sunsari area,Riverside rooms and easy access to the site.,4,Medium (~$35–60),1
63,Barahachhetra,Pilgrim Inn Barahachhetra,Nearby town,Budget stay with local hospitality for pilgrims.,3.8,High (~$90+),1
64,Ilaka Bazaar & Village Homestays (Bhojpur),Ilaka Bazaar Homestay Collective,Ilaka Bazaar (Bhojpur),Network of family homestays offering home-cooked meals.,4.2,Low (~$10–20),1
64,Ilaka Bazaar & Village Homestays (Bhojpur),Bazaar View Guesthouse,Ilaka Bazaar,Local guesthouse near market and transport.,4,Medium (~$35–60),1
64,Ilaka Bazaar & Village Homestays (Bhojpur),Riverside Homestay Ilaka,Ilaka outskirts,Quiet homestay by the river; authentic experience.,4.1,High (~$90+),1
65,Gorja,Gorja Hill Lodge,Gorja (local hill),Small lodge used by day-trip tourists and trekkers.,4,Low (~$10–20),1
65,Gorja,Gorja Village Guest House,Gorja village,Budget guesthouse with local hosts.,3.8,Medium (~$35–60),1
65,Gorja,Panorama Homestay Gorja,Nearby ridge village,Homestay with panoramic views of the valley.,4.1,High (~$90+),1
66,Chhankhola Waterfall,Chhankhola Guest Lodge,Near Chhankhola waterfall,Small lodge by the trailhead; handy for short hikes.,3.9,Low (~$10–20),1
66,Chhankhola Waterfall,Waterfall View Cottage,Nearby village,Cottage-style rooms and packed-lunch options.,4,Medium (~$35–60),1
66,Chhankhola Waterfall,Forest Edge Homestay,Local hamlet,Homestay with local cuisine and guide services.,4,High (~$90+),1
67,Mehele,Mehele Village Guesthouse,Mehele (local village),"Local guesthouse, simple and authentic.",3.8,Low (~$10–20),1
67,Mehele,Hilltop Homestay Mehele,Nearby hill settlement,Homestay offering traditional meals and views.,4.1,Medium (~$35–60),1
67,Mehele,Mountain Rest Inn Mehele,Nearby town,Practical lodging used by visitors to the area.,4,High (~$90+),1
68,Okhre,Okhre Guest House,Okhre village,Basic local guesthouse; good base for nearby walks.,3.8,Low (~$10–20),1
68,Okhre,Okhre View Lodge,Ridge near Okhre,"Hilltop rooms, pleasant morning views.",4,Medium (~$35–60),1
68,Okhre,Village Homestay Okhre,Local homestay,"Authentic village stay, family-hosted.",4.1,High (~$90+),1
69,Gairi Pangma,Gairi Pangma Lodge,Gairi Pangma (village),Small lodge serving local visitors and trekkers.,3.9,Low (~$10–20),1
69,Gairi Pangma,Pangma Guest House,Nearby settlement,Budget stay with home-cooked food.,3.8,Medium (~$35–60),1
69,Gairi Pangma,Mountain Homestay Pangma,Local homestay,Homestay with local hosts and cultural activities.,4,High (~$90+),1
70,Bhedetar,TEC Resort & Bar (Tec Resort),Bhedetar,Popular weekend resort with valley views and casual dining.,4.3,Low (~$10–20),1
70,Bhedetar,Paul’s Hotel (Bhedetar),Bhedetar,Family-run hotel used by domestic visitors.,3.8,Medium (~$35–60),1
70,Bhedetar,Namaste Resort Bhedetar,Bhedetar outskirts,Small resort with scenic terraces and bonfire options.,4,High (~$90+),1
71,Nesum,Nesum Village Guest Cottage,Nesum (local),Local guest cottage used by visitors to nearby viewpoints.,3.9,Low (~$10–20),1
71,Nesum,Hillview Nesum Homestay,Nearby hamlet,Quiet homestay with morning views.,4,Medium (~$35–60),1
71,Nesum,Ridge Lodge Nesum,Local hilltop,Small lodge popular with photographers.,4,High (~$90+),1
72,Change Hiti,Change Hiti Guest House,Change Hiti area,Budget guesthouse near the attraction.,3.8,Low (~$10–20),1
72,Change Hiti,Heritage Homestay Change,Nearby village,Homestay with traditional hosts and guide contacts.,4.1,Medium (~$35–60),1
72,Change Hiti,Valley View Cottage,Local area,Pleasant cottage used by local tourists.,4,High (~$90+),1
73,Banjhogara,Banjhogara Guest Lodge,Banjhogara (village),Simple lodge and homely meals.,3.8,Low (~$10–20),1
73,Banjhogara,Ridge Homestay Banjhogara,Nearby hamlet,Family-run homestay with scenic views.,4,Medium (~$35–60),1
73,Banjhogara,Banjhogara View Cottage,Local ridge,Small cottage good for sunrise viewing.,4,High (~$90+),1
74,Dhankuta,Hotel Landmark Dhankuta,Dhankuta Bazaar,"Convenient, clean family-run hotel; base for Hile visits.",4,Low (~$10–20),1
74,Dhankuta,Dhankuta View Lodge,Outside Dhankuta,Hilltop rooms with panoramic vistas.,4.1,Medium (~$35–60),1
74,Dhankuta,Hotel Himalayan Dhankuta,Dhankuta,Budget-to-mid option with friendly staff.,3.9,High (~$90+),1
75,Panchami Danda,Panchami Danda Lodge,Panchami Danda,Small lodge near the viewpoint used by nature lovers.,4,Low (~$10–20),1
75,Panchami Danda,Danda View Homestay,Nearby village,Authentic meals and local hospitality.,4.1,Medium (~$35–60),1
75,Panchami Danda,Ridge Top Guest Cottage,Local ridge,Cozy cottage with sunrise viewpoints.,4,High (~$90+),1
76,Yakthung civilization (cultural sites),Yakthung Ethnic Homestay,Local Yakthung community,Cultural homestay run by local Yakthung hosts.,4.3,Low (~$10–20),1
76,Yakthung civilization (cultural sites),Yakthung Heritage Lodge,Nearby village,Comfortable homestay offering cultural programs.,4.2,Medium (~$35–60),1
76,Yakthung civilization (cultural sites),Ethnic Experience Cottage (Yakthung),Local hamlet,Immersive local stay with traditional food.,4.1,High (~$90+),1
77,Santhakra,Santhakra Guest House,Santhakra area,Budget guesthouse popular with day visitors.,3.9,Low (~$10–20),1
77,Santhakra,Hill Homestay Santhakra,Nearby hamlet,Simple homestay with local hosts.,4,Medium (~$35–60),1
77,Santhakra,Viewpoint Cottage Santhakra,Local ridge,Small cottage with scenic views.,4,High (~$90+),1
78,Gurase Pokhari,Gurase Pokhari Guest Lodge,Gurase Pokhari area,Guest lodge near the pond with easy trail access.,4,Low (~$10–20),1
78,Gurase Pokhari,Pondside Homestay Gurase,Nearby village,Budget homestay offering local meals.,3.9,Medium (~$35–60),1
78,Gurase Pokhari,Mountain View Cottage Gurase,Local ridge,Comfortable cottage used by photographers.,4,High (~$90+),1
79,Lingtep,Lingtep Village Lodge,Lingtep (Khotang/Sankhuwasabha approach),Village lodge with basic amenities and local guides.,4,Low (~$10–20),1
79,Lingtep,Lingtep Homestay,Local homestay,Authentic homestay experience with simple meals.,4.1,Medium (~$35–60),1
79,Lingtep,Ridge View Guesthouse Lingtep,Nearby ridge,Hilltop views and friendly hosts.,4,High (~$90+),1
80,Thukima,Thukima Guest Cottage,Thukima village,Budget lodge used by cultural tourists.,3.9,Low (~$10–20),1
80,Thukima,Thukima Homestay,Thukima,Family-run homestay with local cuisine.,4.1,Medium (~$35–60),1
80,Thukima,Hilltop Inn Thukima,Nearby hill,Small inn with terrace views.,4,High (~$90+),1
81,Halesi Mahadev Temple (repeat),Zambala Halesi Resort,Mahadevsthan / Halesi,Resort close to temple; comfortable.,4.1,Low (~$10–20),1
81,Halesi Mahadev Temple (repeat),Halesi Guest House,Halesi village,Convenient guesthouse for pilgrims.,4,Medium (~$35–60),1
81,Halesi Mahadev Temple (repeat),Halesi Shivalaya Hotel,Halesi,Local option with simple amenities.,4,High (~$90+),1
82,Kipa Chyoling Gumba,Kipa Chyoling Guest Lodge,Near the gompa,Small lodge preferred by visiting pilgrims and trekkers.,4,Low (~$10–20),1
82,Kipa Chyoling Gumba,Gumba Homestay Kipa,Nearby village,Homestay run by local families; authentic experience.,4.2,Medium (~$35–60),1
82,Kipa Chyoling Gumba,Hillview Tea Cottage,Nearby tea-garden hamlet,Quiet cottage used by pilgrims and nature tourists.,4,High (~$90+),1
83,Nalbu,Nalbu Guesthouse,Nalbu (local),Local guesthouse with basic amenities.,3.8,Low (~$10–20),1
83,Nalbu,Nalbu Homestay,Village homestay,Homestay with local hosts and meals.,4,Medium (~$35–60),1
83,Nalbu,Ridge View Nalbu Lodge,Nearby ridge,Small lodge offering valley views.,4,High (~$90+),1
84,Hile Tiny Viewpoint,Tiny View Lodge Hile,Hile,Small lodge close to the tiny viewpoint; good morning views.,3.9,Low (~$10–20),1
84,Hile Tiny Viewpoint,Panorama Cafe & Rooms,Hile,Cafe + rooms; relaxed atmosphere.,4.1,Medium (~$35–60),1
84,Hile Tiny Viewpoint,Hilltop Retreat Hile,Hile outskirts,Comfortable rooms and terrace views.,4,High (~$90+),1
85,Tapethok,Tapethok Guest House,Tapethok village,Local guesthouse with traditional meals.,3.9,Low (~$10–20),1
85,Tapethok,Tapethok Homestay,Village homestay,Authentic homestay experience close to trails.,4.1,Medium (~$35–60),1
85,Tapethok,Viewpoint Cottage Tapethok,Nearby ridge,Cottage with scenic sunrise views.,4,High (~$90+),1
86,Yamfudin,Yamfudin Guest Lodge,Yamfudin area,Simple lodge used by local visitors.,3.9,Low (~$10–20),1
86,Yamfudin,Yamfudin Homestay,Village homestay,Family-hosted stays with local food.,4.1,Medium (~$35–60),1
86,Yamfudin,Ridge View Yamfudin,Nearby hilltop,Small inn with morning views.,4,High (~$90+),1
87,Lelep,Lelep Guest House,Lelep (near Kanchenjunga approaches),Mountain village guesthouse used by trekkers.,4,Low (~$10–20),1
87,Lelep,Lelep Homestay,Lelep village,Homestay for cultural and trekking visitors.,4.1,Medium (~$35–60),1
87,Lelep,Ridge Top Lodge Lelep,Nearby ridge,Small lodge with panoramic mountain views.,4,High (~$90+),1
88,Kumbhakarna,Kumbhakarna View Lodge,Kumbhakarna (local viewpoint),Cottage-type lodging used by day visitors and photographers.,4,Low (~$10–20),1
88,Kumbhakarna,Tea Garden Homestay (near Kumbhakarna),Nearby tea-garden hamlet,Homestay among tea plantations; scenic.,4.1,Medium (~$35–60),1
88,Kumbhakarna,Ridge Cottage Kumbhakarna,Local ridge village,Quiet cottage favored by nature lovers.,4,High (~$90+),1
89,Ekamba,Budget Stay Lodge,Biratnagar,Affordable rooms with local food,4,Low (~$10–20),1
89,Ekamba,Midtown Residency,Biratnagar,Clean rooms and friendly staff,4,Medium (~$35–60),1
89,Ekamba,Hotel Eastern Paradise,Biratnagar,Luxurious stay with rooftop view,3.8,High (~$90+),1
90,Bhurkee,Bhurkee Guest House,Morang,Cozy local inn with homely food,4.1,Low (~$10–20),1
90,Bhurkee,Greenfield Resort,Morang,Peaceful stay surrounded by greenery,4,Medium (~$35–60),1
90,Bhurkee,Himalayan View Hotel,Morang,Excellent mountain view and service,3.7,High (~$90+),1
91,Bahuni,Bahuni Eco Stay,Sunsari,Budget eco-lodge near highway,4.2,Low (~$10–20),1
91,Bahuni,Riverside Inn,Sunsari,Comfortable rooms with river view,4,Medium (~$35–60),1
91,Bahuni,Hotel Horizon Deluxe,Sunsari,Premium rooms and fine dining,4.1,High (~$90+),1
92,Keroun,Keroun Cottage,Jhapa,Traditional stay with basic facilities,4,Low (~$10–20),1
92,Keroun,Sunrise Resort,Jhapa,Great hospitality and clean rooms,4.1,Medium (~$35–60),1
92,Keroun,Mount View Hotel,Jhapa,Luxury hotel with great amenities,3.9,High (~$90+),1
93,Daulatpur,Daulatpur Lodge,Siraha,Budget-friendly rooms,4,Low (~$10–20),2
93,Daulatpur,Midtown Comfort Inn,Siraha,Centrally located with good food,4,Medium (~$35–60),2
93,Daulatpur,Hotel Imperial Palace,Siraha,High-end hotel with spa services,4.1,High (~$90+),2
94,Dalelee Bazaar,Dalelee Rest House,Dhankuta,Simple stay for travelers,3.7,Low (~$10–20),1
94,Dalelee Bazaar,Hill View Guesthouse,Dhankuta,Nice view and helpful staff,4,Medium (~$35–60),1
94,Dalelee Bazaar,Dalelee Premium Resort,Dhankuta,Great location and top facilities,3.7,High (~$90+),1
95,Maharaj Thaan,Maharaj Lodge,Sunsari,Peaceful budget stay,4,Low (~$10–20),1
95,Maharaj Thaan,Heritage Inn,Sunsari,Neat rooms near main temple,4,Medium (~$35–60),1
95,Maharaj Thaan,Hotel Royal Temple,Sunsari,Modern luxury hotel,3.8,High (~$90+),1
96,Kanchenjunga Base Camp Viewpoint,Base Camp Hut,Taplejung,Basic stay for trekkers,4.1,Low (~$10–20),1
96,Kanchenjunga Base Camp Viewpoint,Himalayan Rest Lodge,Taplejung,Warm service and mountain view,4,Medium (~$35–60),1
96,Kanchenjunga Base Camp Viewpoint,Summit View Resort,Taplejung,Premium resort with stunning panorama,3.7,High (~$90+),1
97,Dohamna Bazaar,Dohamna Lodge,Ilam,Budget homestay near market,4.2,Low (~$10–20),1
97,Dohamna Bazaar,Market View Inn,Ilam,Great rooms with good food,4,Medium (~$35–60),1
97,Dohamna Bazaar,Green Valley Resort,Ilam,Top-rated stay with natural beauty,4.1,High (~$90+),1
98,Hoklabari,Hoklabari Guest Lodge,Sunsari,Simple stay with homely meals,4,Low (~$10–20),1
98,Hoklabari,River Edge Inn,Sunsari,Clean rooms with great service,4.1,Medium (~$35–60),1
98,Hoklabari,Tranquil Riverside Hotel,Sunsari,Riverside luxury with scenic views,3.9,High (~$90+),1
99,Koshi Tappu Wetland (extension into Province 2),Eco Bird Lodge,Saptari,Ideal for bird watchers,4,Low (~$10–20),2
99,Koshi Tappu Wetland (extension into Province 2),Koshi Safari Resort,Saptari,Great wildlife experience,4,Medium (~$35–60),2
99,Koshi Tappu Wetland (extension into Province 2),Wetland View Grand,Saptari,Premium resort with guided tours,4.1,High (~$90+),2
100,Jholunge Pul Chisang,Chisang Homestay,Dhankuta,Local stay near suspension bridge,3.7,Low (~$10–20),1
100,Jholunge Pul Chisang,Hill View Resort,Dhankuta,Great hospitality and mountain views,4,Medium (~$35–60),1
100,Jholunge Pul Chisang,Bridge View Retreat,Dhankuta,Scenic and comfortable resort,3.9,High (~$90+),1
101,Limbu Villages,Limbu Heritage Homestay,Taplejung,Authentic Limbu cultural stay,4.1,Low (~$10–20),1
101,Limbu Villages,Highland Eco Lodge,Taplejung,Modern comfort in traditional style,4.2,Medium (~$35–60),1
